bacteria;sys_id;type;subtype;hit_id;gene_name;cluster_80_80;cluster_99_99;cluster_999_999
034-008;ESCO.0423.00272.0004i_CAS_Class1-Subtype-I-F_4431;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00272.0004i_00840;cas7f_I-F_2;ESCO.0423.00006.0001i_00832;ESCO.0423.00006.0001i_00832;ESCO.0423.00006.0001i_00832
034-008;ESCO.0423.00272.0004i_CAS_Class1-Subtype-I-F_4431;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00272.0004i_00842;cas8f_I-F_4;ESCO.0423.00006.0001i_00830;ESCO.0423.00006.0001i_00830;ESCO.0423.00006.0001i_00830
034-008;ESCO.0423.00272.0007i_SspBCDE_1222;SspBCDE;SspBCDE;ESCO.0423.00272.0007i_01513;SspBCDE__SspB;ESCO.0423.00016.0101i_04368;ESCO.0423.00272.0007i_01513;ESCO.0423.00272.0007i_01513
034-008;ESCO.0423.00272.0007i_SspBCDE_1222;SspBCDE;SspBCDE;ESCO.0423.00272.0007i_01512;SspBCDE__SspC;ESCO.0423.00272.0007i_01512;ESCO.0423.00272.0007i_01512;ESCO.0423.00272.0007i_01512
034-008;ESCO.0423.00272.0007i_SspBCDE_1222;SspBCDE;SspBCDE;ESCO.0423.00272.0007i_01511;SspBCDE__SspD;ESCO.0423.00016.0101i_04370;ESCO.0423.00272.0007i_01511;ESCO.0423.00272.0007i_01511
034-008;ESCO.0423.00272.0007i_SspBCDE_1222;SspBCDE;SspBCDE;ESCO.0423.00272.0007i_01510;SspBCDE__SspE;ESCO.0423.00272.0007i_01510;ESCO.0423.00272.0007i_01510;ESCO.0423.00272.0007i_01510
034-008;ESCO.0423.00272.0008i_MazEF_2124;MazEF;MazEF;ESCO.0423.00272.0008i_01673;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00006.0002i_03128;ESCO.0423.00006.0002i_03128
034-008;ESCO.0423.00272.0008i_MazEF_2124;MazEF;MazEF;ESCO.0423.00272.0008i_01672;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00005.0001i_03124
034-008;ESCO.0423.00272.0026i_RM_Type_IV_3145;RM;RM_Type_IV;ESCO.0423.00272.0026i_03643;RM_Type_IV__Type_IV_REases;ESCO.0423.00003.0001i_04834;ESCO.0423.00006.0002i_05020;ESCO.0423.00006.0002i_05020
034-008;ESCO.0423.00272.0026i_RM_Type_I_3144;RM;RM_Type_I;ESCO.0423.00272.0026i_03646;RM__Type_I_MTases;ESCO.0423.00001.0001i_05396;ESCO.0423.00001.0001i_05396;ESCO.0423.00272.0026i_03646
034-008;ESCO.0423.00272.0026i_RM_Type_I_3144;RM;RM_Type_I;ESCO.0423.00272.0026i_03647;RM__Type_I_REases;ESCO.0423.00001.0001i_05397;ESCO.0423.00001.0001i_05397;ESCO.0423.00006.0002i_05024
034-008;ESCO.0423.00272.0026i_RM_Type_I_3144;RM;RM_Type_I;ESCO.0423.00272.0026i_03645;RM__Type_I_S;ESCO.0423.00006.0002i_05022;ESCO.0423.00006.0002i_05022;ESCO.0423.00272.0026i_03645
034-008;ESCO.0423.00272.0033i_RM_Type_IIG_3481;RM;RM_Type_IIG;ESCO.0423.00272.0033i_04020;RM_Type_IIG__Type_IIG;ESCO.0423.00006.0002i_03424;ESCO.0423.00006.0002i_03424;ESCO.0423.00006.0002i_03424
034-008;ESCO.0423.00272.0061i_RM_Type_IIG_2873;RM;RM_Type_IIG;ESCO.0423.00272.0061i_04638;RM_Type_IIG__Type_IIG;ESCO.0423.00310.0170i_02895;ESCO.0423.00233.0029i_01570;ESCO.0423.00233.0029i_01570
034-026-c1;ESCO.0423.00266.0001i_MazEF_2119;MazEF;MazEF;ESCO.0423.00266.0001i_00186;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00006.0002i_03128;ESCO.0423.00006.0002i_03128
034-026-c1;ESCO.0423.00266.0001i_MazEF_2119;MazEF;MazEF;ESCO.0423.00266.0001i_00187;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00005.0001i_03124
034-026-c1;ESCO.0423.00266.0004i_RM_Type_III_3127;RM;RM_Type_III;ESCO.0423.00266.0004i_01000;RM_Type_III__Type_III_MTases;ESCO.0423.00006.0002i_02214;ESCO.0423.00006.0002i_02214;ESCO.0423.00006.0002i_02214
034-026-c1;ESCO.0423.00266.0004i_RM_Type_III_3127;RM;RM_Type_III;ESCO.0423.00266.0004i_00999;RM_Type_III__Type_III_REases;ESCO.0423.00090.0016i_03407;ESCO.0423.00006.0002i_02215;ESCO.0423.00006.0002i_02215
034-026-c1;ESCO.0423.00266.0033i_CAS_Class1-Subtype-I-F_4425;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00266.0033i_03983;cas1_I-F_1;ESCO.0423.00006.0001i_00828;ESCO.0423.00006.0001i_00828;ESCO.0423.00006.0001i_00828
034-026-c1;ESCO.0423.00266.0033i_CAS_Class1-Subtype-I-F_4425;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00266.0033i_03984;cas3f_I-F_1;ESCO.0423.00006.0001i_00829;ESCO.0423.00006.0001i_00829;ESCO.0423.00006.0001i_00829
034-026-c1;ESCO.0423.00266.0033i_CAS_Class1-Subtype-I-F_4425;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00266.0033i_03986;cas5f_I-F_3;ESCO.0423.00006.0001i_00831;ESCO.0423.00006.0001i_00831;ESCO.0423.00006.0001i_00831
034-026-c1;ESCO.0423.00266.0033i_CAS_Class1-Subtype-I-F_4425;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00266.0033i_03988;cas6f_I_II_III_IV_V_VI_2;ESCO.0423.00006.0001i_00833;ESCO.0423.00006.0001i_00833;ESCO.0423.00006.0001i_00833
034-026-c1;ESCO.0423.00266.0033i_CAS_Class1-Subtype-I-F_4425;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00266.0033i_03987;cas7f_I-F_2;ESCO.0423.00006.0001i_00832;ESCO.0423.00006.0001i_00832;ESCO.0423.00006.0001i_00832
034-026-c1;ESCO.0423.00266.0033i_CAS_Class1-Subtype-I-F_4425;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00266.0033i_03985;cas8f_I-F_4;ESCO.0423.00006.0001i_00830;ESCO.0423.00006.0001i_00830;ESCO.0423.00006.0001i_00830
034-026-c1;ESCO.0423.00266.0035i_RM_Type_IV_2862;RM;RM_Type_IV;ESCO.0423.00266.0035i_04103;RM_Type_IV__Type_IV_REases;ESCO.0423.00003.0001i_04834;ESCO.0423.00006.0002i_05020;ESCO.0423.00006.0002i_05020
034-026-c1;ESCO.0423.00266.0035i_RM_Type_I_2861;RM;RM_Type_I;ESCO.0423.00266.0035i_04106;RM__Type_I_MTases;ESCO.0423.00001.0001i_05396;ESCO.0423.00001.0001i_05396;ESCO.0423.00006.0002i_05023
034-026-c1;ESCO.0423.00266.0035i_RM_Type_I_2861;RM;RM_Type_I;ESCO.0423.00266.0035i_04107;RM__Type_I_REases;ESCO.0423.00001.0001i_05397;ESCO.0423.00001.0001i_05397;ESCO.0423.00006.0002i_05024
034-026-c1;ESCO.0423.00266.0035i_RM_Type_I_2861;RM;RM_Type_I;ESCO.0423.00266.0035i_04105;RM__Type_I_S;ESCO.0423.00006.0002i_05022;ESCO.0423.00006.0002i_05022;ESCO.0423.00006.0002i_05022
034-026-c1;ESCO.0423.00266.0039i_RM_Type_IIG_3479;RM;RM_Type_IIG;ESCO.0423.00266.0039i_04267;RM_Type_IIG__Type_IIG;ESCO.0423.00006.0002i_03424;ESCO.0423.00006.0002i_03424;ESCO.0423.00006.0002i_03424
035-004;ESCO.0423.00292.0001i_MazEF_2137;MazEF;MazEF;ESCO.0423.00292.0001i_00187;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00006.0002i_03128;ESCO.0423.00006.0002i_03128
035-004;ESCO.0423.00292.0001i_MazEF_2137;MazEF;MazEF;ESCO.0423.00292.0001i_00188;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00005.0001i_03124
035-004;ESCO.0423.00292.0004i_CAS_Class1-Subtype-I-F_4446;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00292.0004i_00897;cas1_I-F_1;ESCO.0423.00006.0001i_00828;ESCO.0423.00006.0001i_00828;ESCO.0423.00006.0001i_00828
035-004;ESCO.0423.00292.0004i_CAS_Class1-Subtype-I-F_4446;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00292.0004i_00896;cas3f_I-F_1;ESCO.0423.00006.0001i_00829;ESCO.0423.00006.0001i_00829;ESCO.0423.00006.0001i_00829
035-004;ESCO.0423.00292.0004i_CAS_Class1-Subtype-I-F_4446;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00292.0004i_00894;cas5f_I-F_3;ESCO.0423.00006.0001i_00831;ESCO.0423.00006.0001i_00831;ESCO.0423.00006.0001i_00831
035-004;ESCO.0423.00292.0004i_CAS_Class1-Subtype-I-F_4446;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00292.0004i_00892;cas6f_I_II_III_IV_V_VI_2;ESCO.0423.00006.0001i_00833;ESCO.0423.00006.0001i_00833;ESCO.0423.00006.0001i_00833
035-004;ESCO.0423.00292.0004i_CAS_Class1-Subtype-I-F_4446;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00292.0004i_00893;cas7f_I-F_2;ESCO.0423.00006.0001i_00832;ESCO.0423.00006.0001i_00832;ESCO.0423.00006.0001i_00832
035-004;ESCO.0423.00292.0004i_CAS_Class1-Subtype-I-F_4446;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00292.0004i_00895;cas8f_I-F_4;ESCO.0423.00006.0001i_00830;ESCO.0423.00006.0001i_00830;ESCO.0423.00006.0001i_00830
035-004;ESCO.0423.00292.0034i_RM_Type_IV_2908;RM;RM_Type_IV;ESCO.0423.00292.0034i_03938;RM_Type_IV__Type_IV_REases;ESCO.0423.00003.0001i_04834;ESCO.0423.00006.0002i_05020;ESCO.0423.00006.0002i_05020
035-004;ESCO.0423.00292.0034i_RM_Type_I_2907;RM;RM_Type_I;ESCO.0423.00292.0034i_03941;RM__Type_I_MTases;ESCO.0423.00001.0001i_05396;ESCO.0423.00001.0001i_05396;ESCO.0423.00006.0002i_05023
035-004;ESCO.0423.00292.0034i_RM_Type_I_2907;RM;RM_Type_I;ESCO.0423.00292.0034i_03942;RM__Type_I_REases;ESCO.0423.00001.0001i_05397;ESCO.0423.00001.0001i_05397;ESCO.0423.00006.0002i_05024
035-004;ESCO.0423.00292.0034i_RM_Type_I_2907;RM;RM_Type_I;ESCO.0423.00292.0034i_03940;RM__Type_I_S;ESCO.0423.00006.0002i_05022;ESCO.0423.00006.0002i_05022;ESCO.0423.00006.0002i_05022
035-004;ESCO.0423.00292.0040i_RM_Type_IIG_3486;RM;RM_Type_IIG;ESCO.0423.00292.0040i_04191;RM_Type_IIG__Type_IIG;ESCO.0423.00006.0002i_03424;ESCO.0423.00006.0002i_03424;ESCO.0423.00006.0002i_03424
370D;ESCO.0423.00284.0044i_BREX_I_1916;BREX;BREX_I;ESCO.0423.00284.0044i_01483;BREX__brxA_DUF1819;ESCO.0423.00025.0043i_02461;ESCO.0423.00025.0043i_02461;ESCO.0423.00025.0043i_02461
370D;ESCO.0423.00284.0044i_BREX_I_1916;BREX;BREX_I;ESCO.0423.00284.0044i_01482;BREX__brxB_DUF1788;ESCO.0423.00025.0043i_02460;ESCO.0423.00025.0043i_02460;ESCO.0423.00025.0043i_02460
370D;ESCO.0423.00284.0044i_BREX_I_1916;BREX;BREX_I;ESCO.0423.00284.0044i_01481;BREX__brxC;ESCO.0423.00025.0043i_02459;ESCO.0423.00025.0043i_02459;ESCO.0423.00284.0044i_01481
370D;ESCO.0423.00284.0044i_BREX_I_1916;BREX;BREX_I;ESCO.0423.00284.0044i_01478;BREX__brxL;ESCO.0423.00025.0043i_02456;ESCO.0423.00025.0043i_02456;ESCO.0423.00025.0043i_02456
370D;ESCO.0423.00284.0044i_BREX_I_1916;BREX;BREX_I;ESCO.0423.00284.0044i_01480;BREX__pglX1;ESCO.0423.00102.0007i_00423;ESCO.0423.00284.0044i_01480;ESCO.0423.00284.0044i_01480
370D;ESCO.0423.00284.0044i_BREX_I_1916;BREX;BREX_I;ESCO.0423.00284.0044i_01479;BREX__pglZA;ESCO.0423.00025.0043i_02457;ESCO.0423.00025.0043i_02457;ESCO.0423.00284.0044i_01479
370D;ESCO.0423.00284.0044i_Menshen_1297;Menshen;Menshen;ESCO.0423.00284.0044i_01527;Menshen__NsnA;ESCO.0423.00048.0035i_02782;ESCO.0423.00048.0035i_02782;ESCO.0423.00048.0035i_02782
370D;ESCO.0423.00284.0044i_Menshen_1297;Menshen;Menshen;ESCO.0423.00284.0044i_01528;Menshen__NsnB;ESCO.0423.00048.0035i_02781;ESCO.0423.00048.0035i_02781;ESCO.0423.00284.0044i_01528
370D;ESCO.0423.00284.0044i_Menshen_1297;Menshen;Menshen;ESCO.0423.00284.0044i_01529;Menshen__NsnC_2512525018;ESCO.0423.00048.0035i_02780;ESCO.0423.00048.0035i_02780;ESCO.0423.00048.0035i_02780
370D;ESCO.0423.00284.0044i_RM_Type_IV_2894;RM;RM_Type_IV;ESCO.0423.00284.0044i_01522;RM_Type_IV__Type_IV_REases;ESCO.0423.00003.0001i_04834;ESCO.0423.00284.0044i_01522;ESCO.0423.00284.0044i_01522
370D;ESCO.0423.00284.0044i_RM_Type_I_2893;RM;RM_Type_I;ESCO.0423.00284.0044i_01525;RM__Type_I_MTases;ESCO.0423.00001.0001i_05396;ESCO.0423.00001.0001i_05396;ESCO.0423.00003.0001i_04837
370D;ESCO.0423.00284.0044i_RM_Type_I_2893;RM;RM_Type_I;ESCO.0423.00284.0044i_01526;RM__Type_I_REases;ESCO.0423.00001.0001i_05397;ESCO.0423.00001.0001i_05397;ESCO.0423.00284.0044i_01526
370D;ESCO.0423.00284.0044i_RM_Type_I_2893;RM;RM_Type_I;ESCO.0423.00284.0044i_01524;RM__Type_I_S;ESCO.0423.00284.0044i_01524;ESCO.0423.00284.0044i_01524;ESCO.0423.00284.0044i_01524
370D;ESCO.0423.00284.0088i_CBASS_I_1763;CBASS;CBASS_I;ESCO.0423.00284.0088i_02933;CBASS__Cyclase_II;ESCO.0423.00093.0031i_04377;ESCO.0423.00093.0031i_04377;ESCO.0423.00172.0037i_04737
370D;ESCO.0423.00284.0088i_CBASS_I_1763;CBASS;CBASS_I;ESCO.0423.00284.0088i_02934;CBASS__Effector_4TM_S_4TM;ESCO.0423.00079.0032i_04302;ESCO.0423.00172.0037i_04736;ESCO.0423.00172.0037i_04736
370D;ESCO.0423.00284.0115i_BstA_301;BstA;BstA;ESCO.0423.00284.0115i_03396;BstA__BstA;ESCO.0423.00040.0033i_04644;ESCO.0423.00040.0033i_04644;ESCO.0423.00040.0033i_04644
370D;ESCO.0423.00284.0119i_CAS_Class1-Subtype-I-F_4440;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00284.0119i_03424;cas1_I-F_1;ESCO.0423.00006.0001i_00828;ESCO.0423.00284.0119i_03424;ESCO.0423.00284.0119i_03424
370D;ESCO.0423.00284.0119i_CAS_Class1-Subtype-I-F_4440;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00284.0119i_03423;cas3f_I-F_1;ESCO.0423.00006.0001i_00829;ESCO.0423.00284.0119i_03423;ESCO.0423.00284.0119i_03423
370D;ESCO.0423.00284.0119i_CAS_Class1-Subtype-I-F_4440;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00284.0119i_03421;cas5f_I-F_3;ESCO.0423.00006.0001i_00831;ESCO.0423.00284.0119i_03421;ESCO.0423.00284.0119i_03421
370D;ESCO.0423.00284.0119i_CAS_Class1-Subtype-I-F_4440;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00284.0119i_03419;cas6f_I_II_III_IV_V_VI_2;ESCO.0423.00006.0001i_00833;ESCO.0423.00284.0119i_03419;ESCO.0423.00284.0119i_03419
370D;ESCO.0423.00284.0119i_CAS_Class1-Subtype-I-F_4440;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00284.0119i_03420;cas7f_I-F_2;ESCO.0423.00006.0001i_00832;ESCO.0423.00259.0009i_01967;ESCO.0423.00284.0119i_03420
370D;ESCO.0423.00284.0119i_CAS_Class1-Subtype-I-F_4440;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00284.0119i_03422;cas8f_I-F_4;ESCO.0423.00006.0001i_00830;ESCO.0423.00284.0119i_03422;ESCO.0423.00284.0119i_03422
370D;ESCO.0423.00284.0189i_Mok_Hok_Sok_1461;Mok_Hok_Sok;Mok_Hok_Sok;ESCO.0423.00284.0189i_04463;Mok_Hok_Sok__Mok;ESCO.0423.00008.0153i_04743;ESCO.0423.00008.0153i_04743;ESCO.0423.00008.0153i_04743
381A;ESCO.0423.00366.0007i_CAS_Class1-Subtype-I-F_4470;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00366.0007i_01358;cas1_I-F_1;ESCO.0423.00006.0001i_00828;ESCO.0423.00006.0001i_00828;ESCO.0423.00006.0001i_00828
381A;ESCO.0423.00366.0007i_CAS_Class1-Subtype-I-F_4470;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00366.0007i_01359;cas3f_I-F_1;ESCO.0423.00006.0001i_00829;ESCO.0423.00006.0001i_00829;ESCO.0423.00006.0001i_00829
381A;ESCO.0423.00366.0007i_CAS_Class1-Subtype-I-F_4470;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00366.0007i_01361;cas5f_I-F_3;ESCO.0423.00006.0001i_00831;ESCO.0423.00006.0001i_00831;ESCO.0423.00006.0001i_00831
381A;ESCO.0423.00366.0007i_CAS_Class1-Subtype-I-F_4470;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00366.0007i_01363;cas6f_I_II_III_IV_V_VI_2;ESCO.0423.00006.0001i_00833;ESCO.0423.00006.0001i_00833;ESCO.0423.00006.0001i_00833
381A;ESCO.0423.00366.0007i_CAS_Class1-Subtype-I-F_4470;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00366.0007i_01362;cas7f_I-F_2;ESCO.0423.00006.0001i_00832;ESCO.0423.00006.0001i_00832;ESCO.0423.00006.0001i_00832
381A;ESCO.0423.00366.0007i_CAS_Class1-Subtype-I-F_4470;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00366.0007i_01360;cas8f_I-F_4;ESCO.0423.00006.0001i_00830;ESCO.0423.00006.0001i_00830;ESCO.0423.00006.0001i_00830
381A;ESCO.0423.00366.0013i_MazEF_2432;MazEF;MazEF;ESCO.0423.00366.0013i_01855;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00006.0002i_03128;ESCO.0423.00006.0002i_03128
381A;ESCO.0423.00366.0013i_MazEF_2432;MazEF;MazEF;ESCO.0423.00366.0013i_01856;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00005.0001i_03124
381A;ESCO.0423.00366.0041i_RM_Type_IIG_3500;RM;RM_Type_IIG;ESCO.0423.00366.0041i_03654;RM_Type_IIG__Type_IIG;ESCO.0423.00006.0002i_03424;ESCO.0423.00006.0002i_03424;ESCO.0423.00006.0002i_03424
381A;ESCO.0423.00366.0042i_RM_Type_IV_3010;RM;RM_Type_IV;ESCO.0423.00366.0042i_03677;RM_Type_IV__Type_IV_REases;ESCO.0423.00003.0001i_04834;ESCO.0423.00006.0002i_05020;ESCO.0423.00006.0002i_05020
381A;ESCO.0423.00366.0042i_RM_Type_I_3009;RM;RM_Type_I;ESCO.0423.00366.0042i_03680;RM__Type_I_MTases;ESCO.0423.00001.0001i_05396;ESCO.0423.00001.0001i_05396;ESCO.0423.00006.0002i_05023
381A;ESCO.0423.00366.0042i_RM_Type_I_3009;RM;RM_Type_I;ESCO.0423.00366.0042i_03681;RM__Type_I_REases;ESCO.0423.00001.0001i_05397;ESCO.0423.00001.0001i_05397;ESCO.0423.00006.0002i_05024
381A;ESCO.0423.00366.0042i_RM_Type_I_3009;RM;RM_Type_I;ESCO.0423.00366.0042i_03679;RM__Type_I_S;ESCO.0423.00006.0002i_05022;ESCO.0423.00006.0002i_05022;ESCO.0423.00006.0002i_05022
381A;ESCO.0423.00366.0077i_RM_Type_IIG_3011;RM;RM_Type_IIG;ESCO.0423.00366.0077i_04533;RM_Type_IIG__Type_IIG;ESCO.0423.00310.0170i_02895;ESCO.0423.00233.0029i_01570;ESCO.0423.00233.0029i_01570
536;ESCO.0423.00169.0001i_Thoeris_II_774;Thoeris;Thoeris_II;ESCO.0423.00169.0001i_00020;Thoeris_II__ThsA_new_petit;ESCO.0423.00020.0002i_00023;ESCO.0423.00020.0002i_00023;ESCO.0423.00020.0002i_00023
536;ESCO.0423.00169.0001i_Thoeris_II_774;Thoeris;Thoeris_II;ESCO.0423.00169.0001i_00021;Thoeris__ThsB_Global;ESCO.0423.00020.0002i_00024;ESCO.0423.00020.0002i_00024;ESCO.0423.00020.0002i_00024
536;ESCO.0423.00169.0001i_Thoeris_II_774;Thoeris;Thoeris_II;ESCO.0423.00169.0001i_00022;Thoeris__ThsB_Global;ESCO.0423.00020.0002i_00025;ESCO.0423.00020.0002i_00025;ESCO.0423.00020.0002i_00025
536;ESCO.0423.00169.0007i_RM_Type_IV_3243;RM;RM_Type_IV;ESCO.0423.00169.0007i_01428;RM_Type_IV__Type_IV_REases;ESCO.0423.00003.0001i_04834;ESCO.0423.00011.0010i_00652;ESCO.0423.00011.0010i_00652
536;ESCO.0423.00169.0007i_RM_Type_I_3242;RM;RM_Type_I;ESCO.0423.00169.0007i_01431;RM__Type_I_MTases;ESCO.0423.00001.0001i_05396;ESCO.0423.00001.0001i_05396;ESCO.0423.00169.0007i_01431
536;ESCO.0423.00169.0007i_RM_Type_I_3242;RM;RM_Type_I;ESCO.0423.00169.0007i_01432;RM__Type_I_REases;ESCO.0423.00001.0001i_05397;ESCO.0423.00001.0001i_05397;ESCO.0423.00003.0001i_04838
536;ESCO.0423.00169.0007i_RM_Type_I_3242;RM;RM_Type_I;ESCO.0423.00169.0007i_01430;RM__Type_I_S;ESCO.0423.00011.0010i_00654;ESCO.0423.00011.0010i_00654;ESCO.0423.00011.0010i_00654
536;ESCO.0423.00169.0010i_Mokosh_TypeII_1620;Mokosh;Mokosh_TypeII;ESCO.0423.00169.0010i_02361;Mokosh_TypeII__MkoC;ESCO.0423.00003.0001i_04617;ESCO.0423.00019.0168i_03335;ESCO.0423.00019.0168i_03335
536;ESCO.0423.00169.0012i_PsyrTA_514;PsyrTA;PsyrTA;ESCO.0423.00169.0012i_02571;PsyrTA__PsyrA;ESCO.0423.00001.0001i_04383;ESCO.0423.00011.0036i_02198;ESCO.0423.00011.0036i_02198
536;ESCO.0423.00169.0012i_PsyrTA_514;PsyrTA;PsyrTA;ESCO.0423.00169.0012i_02570;PsyrTA__PsyrT;ESCO.0423.00009.0017i_03591;ESCO.0423.00011.0036i_02199;ESCO.0423.00011.0036i_02199
536;ESCO.0423.00169.0018i_MazEF_2051;MazEF;MazEF;ESCO.0423.00169.0018i_03183;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735
536;ESCO.0423.00169.0018i_MazEF_2051;MazEF;MazEF;ESCO.0423.00169.0018i_03184;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00011.0037i_02481
536;ESCO.0423.00169.0028i_RM_Type_II_3554;RM;RM_Type_II;ESCO.0423.00169.0028i_03676;RM_Type_II__Type_II_MTases;ESCO.0423.00077.0139i_04706;ESCO.0423.00077.0139i_04706;ESCO.0423.00077.0139i_04706
536;ESCO.0423.00169.0028i_RM_Type_II_3554;RM;RM_Type_II;ESCO.0423.00169.0028i_03677;RM_Type_II__Type_II_MTases;ESCO.0423.00077.0139i_04705;ESCO.0423.00077.0139i_04705;ESCO.0423.00077.0139i_04705
536;ESCO.0423.00169.0028i_RM_Type_II_3554;RM;RM_Type_II;ESCO.0423.00169.0028i_03675;RM_Type_II__Type_II_REases;ESCO.0423.00077.0139i_04707;ESCO.0423.00077.0139i_04707;ESCO.0423.00077.0139i_04707
536;ESCO.0423.00169.0048i_RM_Type_II_3555;RM;RM_Type_II;ESCO.0423.00169.0048i_04232;RM_Type_II__Type_II_MTases;ESCO.0423.00042.0105i_03188;ESCO.0423.00042.0105i_03188;ESCO.0423.00042.0105i_03188
536;ESCO.0423.00169.0048i_RM_Type_II_3555;RM;RM_Type_II;ESCO.0423.00169.0048i_04233;RM_Type_II__Type_II_REases;ESCO.0423.00183.0374i_04354;ESCO.0423.00042.0105i_03187;ESCO.0423.00042.0105i_03187
536;ESCO.0423.00169.0082i_AbiP2_576;AbiP2;AbiP2;ESCO.0423.00169.0082i_04452;AbiP2__AbiP2;ESCO.0423.00011.0037i_02537;ESCO.0423.00090.0029i_04444;ESCO.0423.00090.0029i_04444
55989;ESCO.0423.00352.0001i_RM_Type_I_3297;RM;RM_Type_I;ESCO.0423.00352.0001i_00027;RM__Type_I_MTases;ESCO.0423.00001.0001i_05396;ESCO.0423.00001.0001i_05396;ESCO.0423.00003.0001i_04837
55989;ESCO.0423.00352.0001i_RM_Type_I_3297;RM;RM_Type_I;ESCO.0423.00352.0001i_00028;RM__Type_I_REases;ESCO.0423.00001.0001i_05397;ESCO.0423.00001.0001i_05397;ESCO.0423.00352.0001i_00028
55989;ESCO.0423.00352.0001i_RM_Type_I_3297;RM;RM_Type_I;ESCO.0423.00352.0001i_00026;RM__Type_I_S;ESCO.0423.00352.0001i_00026;ESCO.0423.00352.0001i_00026;ESCO.0423.00352.0001i_00026
55989;ESCO.0423.00352.0008i_CAS_Class1-Subtype-I-E_4173;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00352.0008i_01247;cas1_I-E_1;ESCO.0423.00001.0001i_03702;ESCO.0423.00001.0001i_03702;ESCO.0423.00016.0058i_01984
55989;ESCO.0423.00352.0008i_CAS_Class1-Subtype-I-E_4173;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00352.0008i_01246;cas2_I-E_2;ESCO.0423.00001.0001i_03701;ESCO.0423.00016.0058i_01983;ESCO.0423.00016.0058i_01983
55989;ESCO.0423.00352.0008i_CAS_Class1-Subtype-I-E_4173;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00352.0008i_01253;cas3_I_5;ESCO.0423.00001.0001i_03708;ESCO.0423.00352.0008i_01253;ESCO.0423.00352.0008i_01253
55989;ESCO.0423.00352.0008i_CAS_Class1-Subtype-I-E_4173;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00352.0008i_01249;cas5_I-E_3;ESCO.0423.00001.0001i_03704;ESCO.0423.00002.0001i_02754;ESCO.0423.00352.0008i_01249
55989;ESCO.0423.00352.0008i_CAS_Class1-Subtype-I-E_4173;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00352.0008i_01248;cas6e_I_II_III_IV_V_VI_1;ESCO.0423.00001.0001i_03703;ESCO.0423.00016.0058i_01985;ESCO.0423.00352.0008i_01248
55989;ESCO.0423.00352.0008i_CAS_Class1-Subtype-I-E_4173;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00352.0008i_01250;cas7_I-E_2;ESCO.0423.00066.0015i_03438;ESCO.0423.00052.0088i_03915;ESCO.0423.00352.0008i_01250
