bacteria;replicon;gene;start;end;length
ESCO.0722.00043;ESCO.0722.00043.0006;ESCO.0722.00043.0006i_02068;26457;26819;362
ESCO.0722.00043;ESCO.0722.00043.0043;ESCO.0722.00043.0043b_04660;5933;6613;680
ESCO.0722.00043;ESCO.0722.00043.0062;ESCO.0722.00043.0062b_04725;2;214;212
ESCO.0722.00043;ESCO.0722.00043.0097;ESCO.0722.00043.0097b_04789;264;548;284
ESCO.0722.00043;ESCO.0722.00043.0144;ESCO.0722.00043.0144b_04821;1;159;158
ESCO.0722.00043;ESCO.0722.00043.0002;ESCO.0722.00043.0002i_00918;478206;478706;500
ESCO.0722.00043;ESCO.0722.00043.0006;ESCO.0722.00043.0006i_02070;28055;28348;293
ESCO.0722.00043;ESCO.0722.00043.0098;ESCO.0722.00043.0098b_04790;1;546;545
ESCO.0722.00043;ESCO.0722.00043.0145;ESCO.0722.00043.0145b_04822;1;138;137
ESCO.0722.00043;ESCO.0722.00043.0056;ESCO.0722.00043.0056b_04712;330;761;431
ESCO.0722.00043;ESCO.0722.00043.0088;ESCO.0722.00043.0088b_04776;1;717;716
ESCO.0722.00043;ESCO.0722.00043.0011;ESCO.0722.00043.0011i_03081;38108;39019;911
ESCO.0722.00043;ESCO.0722.00043.0003;ESCO.0722.00043.0003b_00942;2;5461;5459
ESCO.0722.00043;ESCO.0722.00043.0073;ESCO.0722.00043.0073b_04750;227;319;92
ESCO.0722.00043;ESCO.0722.00043.0030;ESCO.0722.00043.0030b_04485;24619;24693;74
ESCO.0722.00043;ESCO.0722.00043.0055;ESCO.0722.00043.0055b_04710;1;1617;1616
ESCO.0722.00043;ESCO.0722.00043.0033;ESCO.0722.00043.0033b_04519;1;525;524
ESCO.0722.00043;ESCO.0722.00043.0039;ESCO.0722.00043.0039b_04623;7430;7810;380
ESCO.0722.00043;ESCO.0722.00043.0093;ESCO.0722.00043.0093b_04783;1;258;257
ESCO.0722.00043;ESCO.0722.00043.0063;ESCO.0722.00043.0063b_04729;1;207;206
ESCO.0722.00043;ESCO.0722.00043.0101;ESCO.0722.00043.0101b_04793;134;382;248
ESCO.0722.00043;ESCO.0722.00043.0149;ESCO.0722.00043.0149b_04825;1;114;113
ESCO.0722.00043;ESCO.0722.00043.0028;ESCO.0722.00043.0028b_04442;27612;28124;512
ESCO.0722.00043;ESCO.0722.00043.0045;ESCO.0722.00043.0045b_04666;2;412;410
ESCO.0722.00043;ESCO.0722.00043.0079;ESCO.0722.00043.0079i_04762;388;543;155
ESCO.0722.00043;ESCO.0722.00043.0101;ESCO.0722.00043.0101b_04794;372;512;140
ESCO.0722.00043;ESCO.0722.00043.0079;ESCO.0722.00043.0079b_04763;662;820;158
ESCO.0722.00043;ESCO.0722.00043.0099;ESCO.0722.00043.0099b_04791;3;89;86
ESCO.0722.00043;ESCO.0722.00043.0079;ESCO.0722.00043.0079b_04760;2;163;161
ESCO.0722.00043;ESCO.0722.00043.0099;ESCO.0722.00043.0099b_04792;73;546;473
ESCO.0722.00043;ESCO.0722.00043.0006;ESCO.0722.00043.0006i_02082;33513;34025;512
ESCO.0722.00043;ESCO.0722.00043.0066;ESCO.0722.00043.0066b_04738;798;1403;605
ESCO.0722.00043;ESCO.0722.00043.0005;ESCO.0722.00043.0005i_01763;58287;58937;650
ESCO.0722.00043;ESCO.0722.00043.0014;ESCO.0722.00043.0014b_03459;2;193;191
ESCO.0722.00043;ESCO.0722.00043.0038;ESCO.0722.00043.0038b_04611;8187;8687;500
ESCO.0722.00043;ESCO.0722.00043.0111;ESCO.0722.00043.0111b_04803;2;454;452
ESCO.0722.00043;ESCO.0722.00043.0131;ESCO.0722.00043.0131b_04817;1;219;218
ESCO.0722.00043;ESCO.0722.00043.0076;ESCO.0722.00043.0076b_04755;3;929;926
ESCO.0722.00043;ESCO.0722.00043.0104;ESCO.0722.00043.0104b_04796;3;494;491
ESCO.0722.00043;ESCO.0722.00043.0026;ESCO.0722.00043.0026b_04382;30919;31182;263
ESCO.0722.00043;ESCO.0722.00043.0011;ESCO.0722.00043.0011i_03082;39041;39331;290
ESCO.0722.00043;ESCO.0722.00043.0057;ESCO.0722.00043.0057b_04714;2;2026;2024
ESCO.0722.00043;ESCO.0722.00043.0089;ESCO.0722.00043.0089b_04778;417;689;272
ESCO.0722.00043;ESCO.0722.00043.0121;ESCO.0722.00043.0121b_04810;1;309;308
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04148;39700;39945;245
ESCO.0722.00053;ESCO.0722.00053.0061;ESCO.0722.00053.0061b_04564;10;225;215
ESCO.0722.00053;ESCO.0722.00053.0003;ESCO.0722.00053.0003i_00727;52867;53679;812
ESCO.0722.00053;ESCO.0722.00053.0009;ESCO.0722.00053.0009i_01943;22081;23226;1145
ESCO.0722.00053;ESCO.0722.00053.0018;ESCO.0722.00053.0018i_02999;63728;65416;1688
ESCO.0722.00053;ESCO.0722.00053.0025;ESCO.0722.00053.0025i_03927;40374;40751;377
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04183;73355;74275;920
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04215;100315;100968;653
ESCO.0722.00053;ESCO.0722.00053.0064;ESCO.0722.00053.0064b_04567;3;215;212
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04198;85958;86758;800
ESCO.0722.00053;ESCO.0722.00053.0099;ESCO.0722.00053.0099b_04582;3;83;80
ESCO.0722.00053;ESCO.0722.00053.0100;ESCO.0722.00053.0100b_04583;3;83;80
ESCO.0722.00053;ESCO.0722.00053.0002;ESCO.0722.00053.0002i_00648;35778;35981;203
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04168;53247;57272;4025
ESCO.0722.00053;ESCO.0722.00053.0070;ESCO.0722.00053.0070b_04571;124;207;83
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04399;33408;33890;482
ESCO.0722.00053;ESCO.0722.00053.0056;ESCO.0722.00053.0056b_04560;2;187;185
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04149;39942;40292;350
ESCO.0722.00053;ESCO.0722.00053.0062;ESCO.0722.00053.0062b_04565;3;221;218
ESCO.0722.00053;ESCO.0722.00053.0013;ESCO.0722.00053.0013i_02476;31588;31989;401
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04204;89909;90190;281
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04396;32120;32227;107
ESCO.0722.00053;ESCO.0722.00053.0013;ESCO.0722.00053.0013i_02477;32003;32533;530
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04397;32208;32516;308
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04398;32513;33424;911
ESCO.0722.00053;ESCO.0722.00053.0017;ESCO.0722.00053.0017b_02902;3;338;335
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04214;99653;100318;665
ESCO.0722.00053;ESCO.0722.00053.0063;ESCO.0722.00053.0063b_04566;2;217;215
ESCO.0722.00053;ESCO.0722.00053.0019;ESCO.0722.00053.0019i_03200;73192;73749;557
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04160;48649;49404;755
ESCO.0722.00053;ESCO.0722.00053.0002;ESCO.0722.00053.0002i_00642;31696;32901;1205
ESCO.0722.00053;ESCO.0722.00053.0040;ESCO.0722.00053.0040b_04546;1166;1531;365
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04126;18095;19150;1055
ESCO.0722.00053;ESCO.0722.00053.0075;ESCO.0722.00053.0075b_04574;3;152;149
ESCO.0722.00053;ESCO.0722.00053.0019;ESCO.0722.00053.0019i_03199;72515;73201;686
ESCO.0722.00053;ESCO.0722.00053.0025;ESCO.0722.00053.0025i_03913;20710;21144;434
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04393;30954;31205;251
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04138;28108;28671;563
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04394;31264;31713;449
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027b_04107;2;85;83
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04203;89753;89893;140
ESCO.0722.00053;ESCO.0722.00053.0003;ESCO.0722.00053.0003i_00728;53767;55110;1343
ESCO.0722.00053;ESCO.0722.00053.0009;ESCO.0722.00053.0009i_01944;23223;23837;614
ESCO.0722.00053;ESCO.0722.00053.0025;ESCO.0722.00053.0025i_03928;40723;40983;260
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04216;100968;101153;185
ESCO.0722.00053;ESCO.0722.00053.0065;ESCO.0722.00053.0065b_04568;1;213;212
ESCO.0722.00053;ESCO.0722.00053.0068;ESCO.0722.00053.0068b_04569;2;208;206
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04218;101707;102258;551
ESCO.0722.00053;ESCO.0722.00053.0069;ESCO.0722.00053.0069b_04570;1;207;206
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04355;4873;6870;1997
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04132;22085;22285;200
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04356;6870;8258;1388
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04133;22379;24718;2339
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04197;85713;85811;98
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04209;93892;94626;734
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04401;34394;34909;515
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04146;38961;39515;554
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04370;19211;19381;170
ESCO.0722.00053;ESCO.0722.00053.0059;ESCO.0722.00053.0059b_04562;38;229;191
ESCO.0722.00053;ESCO.0722.00053.0027;ESCO.0722.00053.0027i_04147;39472;39618;146
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04371;19668;20186;518
ESCO.0722.00053;ESCO.0722.00053.0030;ESCO.0722.00053.0030i_04403;35459;36262;803
ESCO.0722.00053;ESCO.0722.00053.0060;ESCO.0722.00053.0060b_04563;2;226;224
ESCO.0722.00085;ESCO.0722.00085.0012;ESCO.0722.00085.0012i_01836;27209;29002;1793
ESCO.0722.00085;ESCO.0722.00085.0025;ESCO.0722.00085.0025i_03407;113281;113580;299
ESCO.0722.00085;ESCO.0722.00085.0034;ESCO.0722.00085.0034i_04126;42170;42304;134
ESCO.0722.00085;ESCO.0722.00085.0025;ESCO.0722.00085.0025i_03423;124439;125296;857
ESCO.0722.00085;ESCO.0722.00085.0031;ESCO.0722.00085.0031b_03903;4061;5809;1748
ESCO.0722.00085;ESCO.0722.00085.0045;ESCO.0722.00085.0045i_04511;2869;3177;308
ESCO.0722.00085;ESCO.0722.00085.0025;ESCO.0722.00085.0025i_03424;125283;126539;1256
ESCO.0722.00085;ESCO.0722.00085.0045;ESCO.0722.00085.0045b_04512;3134;3616;482
ESCO.0722.00085;ESCO.0722.00085.0034;ESCO.0722.00085.0034b_04083;1;243;242
ESCO.0722.00085;ESCO.0722.00085.0065;ESCO.0722.00085.0065b_04531;3;71;68
ESCO.0722.00085;ESCO.0722.00085.0065;ESCO.0722.00085.0065b_04532;111;227;116
ESCO.0722.00085;ESCO.0722.00085.0034;ESCO.0722.00085.0034i_04149;64365;64994;629
ESCO.0722.00085;ESCO.0722.00085.0069;ESCO.0722.00085.0069b_04533;3;188;185
ESCO.0722.00085;ESCO.0722.00085.0028;ESCO.0722.00085.0028i_03693;113066;113464;398
ESCO.0722.00085;ESCO.0722.00085.0107;ESCO.0722.00085.0107b_04548;2;67;65
ESCO.0722.00085;ESCO.0722.00085.0025;ESCO.0722.00085.0025i_03429;129076;130491;1415
ESCO.0722.00085;ESCO.0722.00085.0028;ESCO.0722.00085.0028i_03694;113466;114074;608
ESCO.0722.00085;ESCO.0722.00085.0023;ESCO.0722.00085.0023i_03064;10572;10949;377
ESCO.0722.00085;ESCO.0722.00085.0032;ESCO.0722.00085.0032i_03992;91063;91755;692
ESCO.0722.00085;ESCO.0722.00085.0034;ESCO.0722.00085.0034i_04152;67040;68380;1340
ESCO.0722.00085;ESCO.0722.00085.0032;ESCO.0722.00085.0032i_03993;91901;92533;632
ESCO.0722.00085;ESCO.0722.00085.0081;ESCO.0722.00085.0081b_04538;3;143;140
ESCO.0722.00085;ESCO.0722.00085.0072;ESCO.0722.00085.0072b_04534;1;69;68
ESCO.0722.00085;ESCO.0722.00085.0023;ESCO.0722.00085.0023i_03063;10240;10575;335
ESCO.0722.00085;ESCO.0722.00085.0099;ESCO.0722.00085.0099b_04545;3;80;77
ESCO.0722.00085;ESCO.0722.00085.0103;ESCO.0722.00085.0103b_04546;3;74;71
ESCO.0722.00085;ESCO.0722.00085.0025;ESCO.0722.00085.0025i_03408;113689;114495;806
ESCO.0722.00085;ESCO.0722.00085.0063;ESCO.0722.00085.0063b_04529;1;231;230
ESCO.0722.00085;ESCO.0722.00085.0064;ESCO.0722.00085.0064b_04530;53;181;128
ESCO.0722.00085;ESCO.0722.00085.0011;ESCO.0722.00085.0011i_01787;286326;286823;497
ESCO.0722.00085;ESCO.0722.00085.0011;ESCO.0722.00085.0011i_01788;286894;287439;545
ESCO.0722.00085;ESCO.0722.00085.0034;ESCO.0722.00085.0034i_04124;39049;39651;602
ESCO.0722.00085;ESCO.0722.00085.0020;ESCO.0722.00085.0020i_02569;11572;11682;110
ESCO.0722.00085;ESCO.0722.00085.0028;ESCO.0722.00085.0028i_03691;112337;112768;431
ESCO.0722.00085;ESCO.0722.00085.0034;ESCO.0722.00085.0034i_04139;54132;54584;452
ESCO.0722.00129;ESCO.0722.00129.0001;ESCO.0722.00129.0001i_00263;294012;294524;512
ESCO.0722.00129;ESCO.0722.00129.0011;ESCO.0722.00129.0011i_02535;164717;164974;257
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03143;104526;105077;551
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03175;120190;120330;140
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03207;142231;144813;2582
ESCO.0722.00129;ESCO.0722.00129.0020;ESCO.0722.00129.0020i_03623;19907;20434;527
ESCO.0722.00129;ESCO.0722.00129.0020;ESCO.0722.00129.0020i_03687;96574;97440;866
ESCO.0722.00129;ESCO.0722.00129.0190;ESCO.0722.00129.0190b_05031;2;223;221
ESCO.0722.00129;ESCO.0722.00129.0234;ESCO.0722.00129.0234b_05063;1;99;98
ESCO.0722.00129;ESCO.0722.00129.0020;ESCO.0722.00129.0020i_03626;22412;22789;377
ESCO.0722.00129;ESCO.0722.00129.0047;ESCO.0722.00129.0047b_04778;4875;6527;1652
ESCO.0722.00129;ESCO.0722.00129.0070;ESCO.0722.00129.0070b_04874;436;2256;1820
ESCO.0722.00129;ESCO.0722.00129.0082;ESCO.0722.00129.0082b_04906;1;1365;1364
ESCO.0722.00129;ESCO.0722.00129.0193;ESCO.0722.00129.0193b_05034;1;219;218
ESCO.0722.00129;ESCO.0722.00129.0002;ESCO.0722.00129.0002i_00409;2512;3129;617
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03161;115315;115614;299
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03193;131565;131966;401
ESCO.0722.00129;ESCO.0722.00129.0002;ESCO.0722.00129.0002i_00410;3140;3466;326
ESCO.0722.00129;ESCO.0722.00129.0013;ESCO.0722.00129.0013i_02810;101142;101735;593
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03162;115611;115808;197
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03194;131966;132139;173
ESCO.0722.00129;ESCO.0722.00129.0023;ESCO.0722.00129.0023i_03962;42860;42970;110
ESCO.0722.00129;ESCO.0722.00129.0025;ESCO.0722.00129.0025b_04122;213;3158;2945
ESCO.0722.00129;ESCO.0722.00129.0091;ESCO.0722.00129.0091b_04922;878;994;116
ESCO.0722.00129;ESCO.0722.00129.0144;ESCO.0722.00129.0144b_04986;1;315;314
ESCO.0722.00129;ESCO.0722.00129.0213;ESCO.0722.00129.0213b_05050;3;152;149
ESCO.0722.00129;ESCO.0722.00129.0002;ESCO.0722.00129.0002i_00411;3471;4382;911
ESCO.0722.00129;ESCO.0722.00129.0013;ESCO.0722.00129.0013i_02811;101772;102500;728
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03163;115805;116410;605
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03182;123154;123372;218
ESCO.0722.00129;ESCO.0722.00129.0024;ESCO.0722.00129.0024i_04046;22592;23035;443
ESCO.0722.00129;ESCO.0722.00129.0164;ESCO.0722.00129.0164b_05006;2;73;71
ESCO.0722.00129;ESCO.0722.00129.0242;ESCO.0722.00129.0242b_05070;3;77;74
ESCO.0722.00129;ESCO.0722.00129.0004;ESCO.0722.00129.0004i_00943;232216;233049;833
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03183;123376;124008;632
ESCO.0722.00129;ESCO.0722.00129.0023;ESCO.0722.00129.0023i_03951;29052;30443;1391
ESCO.0722.00129;ESCO.0722.00129.0024;ESCO.0722.00129.0024i_04015;1287;1622;335
ESCO.0722.00129;ESCO.0722.00129.0024;ESCO.0722.00129.0024i_04047;23038;23529;491
ESCO.0722.00129;ESCO.0722.00129.0048;ESCO.0722.00129.0048i_04783;1945;2526;581
ESCO.0722.00129;ESCO.0722.00129.0200;ESCO.0722.00129.0200b_05039;1;207;206
ESCO.0722.00129;ESCO.0722.00129.0243;ESCO.0722.00129.0243b_05071;1;75;74
ESCO.0722.00129;ESCO.0722.00129.0004;ESCO.0722.00129.0004i_00944;233068;233706;638
ESCO.0722.00129;ESCO.0722.00129.0006;ESCO.0722.00129.0006i_01552;289958;290275;317
ESCO.0722.00129;ESCO.0722.00129.0012;ESCO.0722.00129.0012i_02672;145434;145745;311
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03152;109086;109595;509
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03184;124039;124494;455
ESCO.0722.00129;ESCO.0722.00129.0024;ESCO.0722.00129.0024i_04016;1675;2079;404
ESCO.0722.00129;ESCO.0722.00129.0048;ESCO.0722.00129.0048i_04784;3296;5257;1961
ESCO.0722.00129;ESCO.0722.00129.0201;ESCO.0722.00129.0201b_05040;3;206;203
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03137;102632;102871;239
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03201;135105;135317;212
ESCO.0722.00129;ESCO.0722.00129.0019;ESCO.0722.00129.0019i_03521;37540;38241;701
ESCO.0722.00129;ESCO.0722.00129.0020;ESCO.0722.00129.0020i_03617;13517;14596;1079
ESCO.0722.00129;ESCO.0722.00129.0020;ESCO.0722.00129.0020i_03681;90821;91636;815
ESCO.0722.00129;ESCO.0722.00129.0024;ESCO.0722.00129.0024i_04065;37692;37988;296
ESCO.0722.00129;ESCO.0722.00129.0025;ESCO.0722.00129.0025i_04129;5952;6518;566
ESCO.0722.00129;ESCO.0722.00129.0007;ESCO.0722.00129.0007i_01730;189522;190373;851
ESCO.0722.00129;ESCO.0722.00129.0012;ESCO.0722.00129.0012i_02626;86919;87383;464
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03138;102849;103505;656
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03202;135432;138362;2930
ESCO.0722.00129;ESCO.0722.00129.0019;ESCO.0722.00129.0019i_03522;38266;39612;1346
ESCO.0722.00129;ESCO.0722.00129.0020;ESCO.0722.00129.0020i_03682;91638;92636;998
ESCO.0722.00129;ESCO.0722.00129.0025;ESCO.0722.00129.0025i_04130;6694;7044;350
ESCO.0722.00129;ESCO.0722.00129.0047;ESCO.0722.00129.0047b_04770;3;80;77
ESCO.0722.00129;ESCO.0722.00129.0078;ESCO.0722.00129.0078b_04898;1481;1570;89
ESCO.0722.00129;ESCO.0722.00129.0121;ESCO.0722.00129.0121b_04962;2;427;425
ESCO.0722.00129;ESCO.0722.00129.0004;ESCO.0722.00129.0004i_00835;129808;130104;296
ESCO.0722.00129;ESCO.0722.00129.0012;ESCO.0722.00129.0012i_02627;87331;87897;566
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03139;103517;103738;221
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03203;138362;138859;497
ESCO.0722.00129;ESCO.0722.00129.0020;ESCO.0722.00129.0020i_03683;92629;93885;1256
ESCO.0722.00129;ESCO.0722.00129.0185;ESCO.0722.00129.0185b_05027;1;228;227
ESCO.0722.00129;ESCO.0722.00129.0001;ESCO.0722.00129.0001i_00264;294843;296435;1592
ESCO.0722.00129;ESCO.0722.00129.0011;ESCO.0722.00129.0011i_02536;165084;165371;287
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03144;105074;105226;152
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03176;120455;120856;401
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03208;144850;145848;998
ESCO.0722.00129;ESCO.0722.00129.0020;ESCO.0722.00129.0020i_03624;20856;21698;842
ESCO.0722.00129;ESCO.0722.00129.0235;ESCO.0722.00129.0235b_05064;2;97;95
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03167;117276;117473;197
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03199;133622;134365;743
ESCO.0722.00129;ESCO.0722.00129.0040;ESCO.0722.00129.0040b_04703;16821;17009;188
ESCO.0722.00129;ESCO.0722.00129.0043;ESCO.0722.00129.0043b_04735;2;184;182
ESCO.0722.00129;ESCO.0722.00129.0077;ESCO.0722.00129.0077b_04895;1171;1584;413
ESCO.0722.00129;ESCO.0722.00129.0181;ESCO.0722.00129.0181b_05023;3;230;227
ESCO.0722.00129;ESCO.0722.00129.0004;ESCO.0722.00129.0004i_00864;157100;157867;767
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03136;102398;102622;224
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03200;134423;135091;668
ESCO.0722.00129;ESCO.0722.00129.0020;ESCO.0722.00129.0020i_03680;90216;90758;542
ESCO.0722.00129;ESCO.0722.00129.0025;ESCO.0722.00129.0025i_04128;5494;5943;449
ESCO.0722.00129;ESCO.0722.00129.0025;ESCO.0722.00129.0025i_04160;27408;27722;314
ESCO.0722.00129;ESCO.0722.00129.0041;ESCO.0722.00129.0041b_04704;2;103;101
ESCO.0722.00129;ESCO.0722.00129.0058;ESCO.0722.00129.0058b_04832;3965;4126;161
ESCO.0722.00129;ESCO.0722.00129.0067;ESCO.0722.00129.0067b_04864;1;558;557
ESCO.0722.00129;ESCO.0722.00129.0119;ESCO.0722.00129.0119b_04960;152;436;284
ESCO.0722.00129;ESCO.0722.00129.0150;ESCO.0722.00129.0150b_04992;1;213;212
ESCO.0722.00129;ESCO.0722.00129.0182;ESCO.0722.00129.0182b_05024;99;230;131
ESCO.0722.00129;ESCO.0722.00129.0224;ESCO.0722.00129.0224b_05056;2;115;113
ESCO.0722.00129;ESCO.0722.00129.0007;ESCO.0722.00129.0007i_01729;188671;189507;836
ESCO.0722.00129;ESCO.0722.00129.0008;ESCO.0722.00129.0008b_01801;239;775;536
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03145;105223;105651;428
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03177;120853;121128;275
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03209;146288;146659;371
ESCO.0722.00129;ESCO.0722.00129.0041;ESCO.0722.00129.0041i_04713;7316;7609;293
ESCO.0722.00129;ESCO.0722.00129.0060;ESCO.0722.00129.0060b_04841;3050;3781;731
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03155;111097;111789;692
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03187;126082;127431;1349
ESCO.0722.00129;ESCO.0722.00129.0023;ESCO.0722.00129.0023i_03923;1250;2245;995
ESCO.0722.00129;ESCO.0722.00129.0024;ESCO.0722.00129.0024i_04019;3047;3298;251
ESCO.0722.00129;ESCO.0722.00129.0024;ESCO.0722.00129.0024i_04051;27708;28001;293
ESCO.0722.00129;ESCO.0722.00129.0048;ESCO.0722.00129.0048i_04787;6179;6529;350
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03156;111917;112168;251
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03188;127391;128317;926
ESCO.0722.00129;ESCO.0722.00129.0024;ESCO.0722.00129.0024i_04020;3405;3845;440
ESCO.0722.00129;ESCO.0722.00129.0024;ESCO.0722.00129.0024i_04052;28089;28877;788
ESCO.0722.00129;ESCO.0722.00129.0205;ESCO.0722.00129.0205b_05044;3;179;176
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03157;112198;112764;566
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03189;128321;129643;1322
ESCO.0722.00129;ESCO.0722.00129.0024;ESCO.0722.00129.0024i_04053;28874;29071;197
ESCO.0722.00129;ESCO.0722.00129.0074;ESCO.0722.00129.0074b_04885;1866;1979;113
ESCO.0722.00129;ESCO.0722.00129.0170;ESCO.0722.00129.0170b_05013;3;134;131
ESCO.0722.00129;ESCO.0722.00129.0006;ESCO.0722.00129.0006i_01393;103430;104308;878
ESCO.0722.00129;ESCO.0722.00129.0006;ESCO.0722.00129.0006i_01553;290272;290967;695
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03153;109970;110182;212
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03185;124491;125738;1247
ESCO.0722.00129;ESCO.0722.00129.0025;ESCO.0722.00129.0025i_04177;36193;36765;572
ESCO.0722.00129;ESCO.0722.00129.0048;ESCO.0722.00129.0048i_04785;5614;5883;269
ESCO.0722.00129;ESCO.0722.00129.0202;ESCO.0722.00129.0202b_05041;3;200;197
ESCO.0722.00129;ESCO.0722.00129.0006;ESCO.0722.00129.0006i_01394;104483;104719;236
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03154;110585;111061;476
ESCO.0722.00129;ESCO.0722.00129.0016;ESCO.0722.00129.0016i_03186;125798;126031;233
ESCO.0722.00129;ESCO.0722.00129.0024;ESCO.0722.00129.0024i_04082;49171;50871;1700
ESCO.0722.00129;ESCO.0722.00129.0025;ESCO.0722.00129.0025i_04178;36765;36959;194
ESCO.0722.00129;ESCO.0722.00129.0109;ESCO.0722.00129.0109b_04946;1;513;512
